Product ID,Product Name,Product Category,Product Status,R&D Initiation Date,R&D Stage,Launch Status,Launch Date,PM Name,Product Cost ($)
PROD-11936,NetConnect,IoT,GA (General Availability),2021-10-14,Prototype,In Pipeline,2024-01-05,Elizabeth Davila,241791
PROD-11937,NetConnect,Cloud Platform,Retired,2025-03-25,Prototype,Launched,2022-11-22,Darlene Fritz,440447
PROD-11938,DataSphere,IoT,Retired,2021-03-28,Testing,Planned,2023-09-19,Michael Marquez,511302
PROD-11939,DataSphere,Networking,Pilot,2024-03-23,Concept,In Pipeline,2023-10-18,Victor Chang,228294
PROD-11940,Insight360,Security,In Development,2021-12-27,Enhancement,Cancelled,2023-07-22,Gregory Lang,295541
PROD-11941,CoreAnalytics,Cloud Platform,Pilot,2024-08-29,Concept,Launched,2025-04-22,Bridget Fields,401630
PROD-11942,DataSphere,Cloud Platform,Active,2023-01-14,Concept,In Pipeline,2024-04-13,Jordan Brown,505300
PROD-11943,CloudEdge,Security,In Development,2020-11-08,Prototype,In Pipeline,2023-06-22,Mr. Joseph Baker,588499
PROD-11944,NetConnect,Analytics,GA (General Availability),2021-12-03,Prototype,Planned,2022-11-29,Daniel Park,275109
PROD-11945,CloudEdge,Networking,Active,2024-07-30,Concept,Not Launched,2022-09-13,Janice Boyd,190185
PROD-11946,NetConnect,Security,GA (General Availability),2021-05-19,Prototype,Not Launched,2024-04-25,Ashley Booth,316465
PROD-11947,CloudEdge,Networking,Pilot,2021-10-14,Prototype,In Pipeline,2023-08-08,Jacob Mccall,431637
PROD-11948,CoreAnalytics,Cloud Platform,In Development,2024-08-31,Testing,Planned,2025-03-18,Travis Rice,314134
PROD-11949,CloudEdge,IoT,Active,2023-05-31,Pre-Launch,Launched,2024-02-10,Kimberly Castillo,325099
PROD-11950,Insight360,Security,In Development,2022-07-13,Enhancement,In Pipeline,2023-11-01,Stephanie Norman,158717
PROD-11951,DataSphere,Analytics,Retired,2021-07-05,Pre-Launch,Planned,2023-02-21,Paul Turner,469255
PROD-11952,DataSphere,Security,GA (General Availability),2024-11-21,Prototype,Planned,2023-04-28,Jennifer Reese,423396
PROD-11953,Insight360,Networking,Retired,2024-10-20,Testing,In Pipeline,2024-07-05,Lauren Weeks,467153
PROD-11954,Insight360,Security,GA (General Availability),2023-10-10,Concept,Launched,2025-01-10,Ruben Jackson,424500
PROD-11955,Insight360,Cloud Platform,In Development,2023-05-12,Enhancement,Not Launched,2025-01-29,Curtis Smith,385462
PROD-11956,NetConnect,Analytics,GA (General Availability),2023-12-03,Testing,Launched,2023-11-18,Patricia Vasquez,410202
PROD-11957,CloudEdge,IoT,Pilot,2024-02-26,Pre-Launch,Not Launched,2025-06-20,Christine Williams,535251
PROD-11958,CloudEdge,Networking,GA (General Availability),2025-01-07,Enhancement,Planned,2024-12-03,Nicholas Bridges,548977
PROD-11959,Insight360,Cloud Platform,GA (General Availability),2025-04-19,Concept,Launched,2025-03-05,Brian Roy,509653
PROD-11960,CloudEdge,Security,Pilot,2022-05-28,Pre-Launch,Cancelled,2024-11-23,Dana Medina,369633
PROD-11961,Insight360,Security,In Development,2024-06-24,Enhancement,Planned,2025-06-23,Daniel Crawford,332912
PROD-11962,NetConnect,Cloud Platform,In Development,2024-01-03,Concept,Planned,2024-09-11,Yolanda Thompson,422222
PROD-11963,NetConnect,IoT,GA (General Availability),2020-11-04,Prototype,Planned,2024-03-23,Michelle Davis,292473
PROD-11964,CoreAnalytics,Networking,Pilot,2023-09-21,Prototype,Planned,2023-07-16,Mary Miller,596888
PROD-11965,NetConnect,Networking,Active,2024-06-02,Prototype,Not Launched,2023-12-20,Alan Olsen,281162
PROD-11966,DataSphere,Security,Pilot,2025-08-31,Prototype,Cancelled,2024-11-09,Holly Chung,575631
PROD-11967,NetConnect,Analytics,In Development,2025-07-27,Testing,In Pipeline,2025-03-29,Michelle Flynn,189566
PROD-11968,CoreAnalytics,Cloud Platform,Retired,2024-10-20,Enhancement,Not Launched,2023-03-09,Mary Wallace,267388
PROD-11969,CloudEdge,Security,GA (General Availability),2022-06-18,Prototype,Cancelled,2025-06-07,Ryan Estrada,324474
PROD-11970,Insight360,IoT,Active,2021-09-05,Prototype,Cancelled,2025-04-17,David Miller,526688
PROD-11971,CoreAnalytics,Security,GA (General Availability),2020-11-17,Testing,Not Launched,2024-07-25,Gina Hines,469042
PROD-11972,CloudEdge,Analytics,Active,2022-03-19,Pre-Launch,In Pipeline,2023-02-20,Scott Guerrero,341153
PROD-11973,CoreAnalytics,IoT,In Development,2022-04-19,Concept,In Pipeline,2024-05-16,Joshua Garner,508928
PROD-11974,CoreAnalytics,Cloud Platform,Pilot,2025-02-05,Testing,Launched,2023-05-02,Laura Green,287151
PROD-11975,NetConnect,IoT,GA (General Availability),2022-04-21,Prototype,Planned,2023-07-15,Jessica Wright,185829
PROD-11976,DataSphere,Cloud Platform,In Development,2023-07-06,Enhancement,Not Launched,2022-10-17,Luis Powell,419137
PROD-11977,CloudEdge,Analytics,Pilot,2021-03-11,Testing,Not Launched,2025-04-03,James Park,303501
PROD-11978,Insight360,Networking,Pilot,2021-03-07,Concept,Not Launched,2024-11-23,Robert Barton,463995
PROD-11979,CloudEdge,Analytics,Pilot,2023-06-11,Enhancement,In Pipeline,2024-04-02,Jimmy Warren,423486
PROD-11980,DataSphere,Cloud Platform,Pilot,2024-07-19,Pre-Launch,Launched,2023-05-11,Megan Stephenson,378380
PROD-11981,NetConnect,Security,Active,2025-08-04,Prototype,Cancelled,2023-09-16,William Rodriguez,273309
PROD-11982,CloudEdge,IoT,Pilot,2021-01-01,Pre-Launch,Not Launched,2023-09-12,Cynthia Thomas,598873
PROD-11983,CoreAnalytics,Security,Active,2021-12-21,Enhancement,Launched,2023-04-30,James Hodge,376087
PROD-11984,NetConnect,IoT,GA (General Availability),2023-03-30,Enhancement,Launched,2024-12-08,Shelley Mason,225776
PROD-11985,Insight360,Security,Active,2025-02-24,Concept,Not Launched,2024-10-20,Autumn Taylor,196903
PROD-11986,DataSphere,Cloud Platform,Pilot,2023-05-26,Prototype,In Pipeline,2023-08-07,Lindsay Keller,575131
PROD-11987,NetConnect,Networking,In Development,2021-10-27,Concept,Launched,2024-01-12,Carmen White,297309
PROD-11988,CoreAnalytics,Analytics,Retired,2024-09-25,Prototype,In Pipeline,2025-02-10,Ryan Griffin,435378
PROD-11989,CloudEdge,Cloud Platform,In Development,2021-01-10,Prototype,Launched,2025-05-16,Jordan Williams,455615
PROD-11990,NetConnect,Cloud Platform,In Development,2025-02-13,Enhancement,Not Launched,2024-10-14,Anthony White,577690
PROD-11991,CoreAnalytics,IoT,Retired,2024-02-10,Testing,Launched,2023-12-17,Breanna Nelson,350597
PROD-11992,CoreAnalytics,Analytics,Retired,2020-09-20,Enhancement,In Pipeline,2023-11-22,David Welch,348333
PROD-11993,CloudEdge,Cloud Platform,Retired,2021-10-06,Pre-Launch,Cancelled,2025-07-26,Jennifer Rodriguez,205152
PROD-11994,Insight360,Cloud Platform,Retired,2023-06-28,Enhancement,Not Launched,2024-03-09,Brian Golden,425326
PROD-11995,NetConnect,IoT,In Development,2025-07-01,Testing,Not Launched,2024-05-14,Shirley Murphy,354772
PROD-11996,CoreAnalytics,Security,In Development,2024-04-19,Enhancement,Cancelled,2022-11-02,Duane Dunn,580811
PROD-11997,NetConnect,Security,Active,2025-03-23,Prototype,In Pipeline,2023-05-26,Shawn Estes,204771
PROD-11998,Insight360,Analytics,In Development,2025-05-10,Testing,Not Launched,2024-02-27,Terry Ruiz,237744
PROD-11999,CoreAnalytics,Networking,In Development,2024-02-10,Enhancement,Not Launched,2022-09-22,Lori Roach,196074
PROD-12000,Insight360,Analytics,Active,2020-12-02,Testing,Planned,2025-02-06,James Gonzalez,490734
