Problem Statement,Description,Issue ID,Summary,Customer Name,Product Name,SR ID,Pd_ID
Dashboard not loading,API call fails after 30s,ISS-70875,Sync issue,Rogers-Miller,Insight360,SR-84954,PROD-11146
API timeout errors,API call fails after 30s,ISS-70876,API latency,"Owens, Morrison and Clark",DataSphere,SR-82621,PROD-11618
Missing data sync,Users unable to log in after v2.3 patch,ISS-70877,Performance degradation,"Poole, Sutton and King",DataSphere,SR-83120,PROD-11783
Slow system response,Average response time exceeds 10s,ISS-70878,UI crash,Rivas-Perkins,Insight360,SR-82533,PROD-11945
Slow system response,Data not syncing between apps,ISS-70879,Login issue post-upgrade,"Howe, Drake and Robinson",CloudEdge,SR-82372,PROD-11906
Missing data sync,Data not syncing between apps,ISS-70880,API latency,Johnson-Nelson,CoreAnalytics,SR-84778,PROD-11806
Missing data sync,Average response time exceeds 10s,ISS-70881,Sync issue,"Taylor, Thomas and Quinn",NetConnect,SR-84447,PROD-11297
Missing data sync,Dashboard page crashes intermittently,ISS-70882,Login issue post-upgrade,"Beasley, Diaz and Martin",NetConnect,SR-81654,PROD-11370
API timeout errors,Average response time exceeds 10s,ISS-70883,API latency,Gibson Group,CoreAnalytics,SR-80982,PROD-11982
Missing data sync,Dashboard page crashes intermittently,ISS-70884,Performance degradation,Gomez-Wallace,CloudEdge,SR-80182,PROD-11636
Slow system response,Dashboard page crashes intermittently,ISS-70885,Sync issue,"Vaughan, Erickson and Navarro",CloudEdge,SR-82496,PROD-11458
Slow system response,API call fails after 30s,ISS-70886,UI crash,"Keith, Burke and Rogers",CoreAnalytics,SR-84544,PROD-11976
Login failures after upgrade,Data not syncing between apps,ISS-70887,Login issue post-upgrade,Hernandez Inc,CloudEdge,SR-80063,PROD-11369
Missing data sync,Data not syncing between apps,ISS-70888,Performance degradation,"Aguirre, Jackson and Graves",DataSphere,SR-81068,PROD-11174
Login failures after upgrade,Data not syncing between apps,ISS-70889,Performance degradation,"Wiley, Perez and Ruiz",CoreAnalytics,SR-82692,PROD-11281
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70890,Sync issue,"Keith, Cisneros and Hendricks",NetConnect,SR-83339,PROD-11502
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70891,API latency,"Morgan, Brooks and Rogers",CoreAnalytics,SR-84115,PROD-11387
API timeout errors,Data not syncing between apps,ISS-70892,UI crash,Miller Ltd,CloudEdge,SR-82839,PROD-11825
API timeout errors,Average response time exceeds 10s,ISS-70893,Performance degradation,"Nichols, Chapman and Smith",Insight360,SR-82124,PROD-11795
Missing data sync,Average response time exceeds 10s,ISS-70894,Login issue post-upgrade,Williamson-Kelly,CoreAnalytics,SR-80647,PROD-11556
Slow system response,Dashboard page crashes intermittently,ISS-70895,UI crash,Waters Group,CloudEdge,SR-80163,PROD-11967
API timeout errors,Data not syncing between apps,ISS-70896,Performance degradation,Jackson-Vasquez,NetConnect,SR-80189,PROD-11719
Dashboard not loading,Dashboard page crashes intermittently,ISS-70897,Sync issue,Henderson PLC,DataSphere,SR-80012,PROD-11265
Slow system response,Users unable to log in after v2.3 patch,ISS-70898,API latency,Baker Group,CoreAnalytics,SR-84660,PROD-11642
Missing data sync,Average response time exceeds 10s,ISS-70899,Performance degradation,Thomas PLC,CoreAnalytics,SR-82401,PROD-11983
Dashboard not loading,Data not syncing between apps,ISS-70900,Login issue post-upgrade,Taylor and Sons,CoreAnalytics,SR-82344,PROD-11153
Slow system response,Average response time exceeds 10s,ISS-70901,API latency,Johnson-Young,Insight360,SR-84953,PROD-11461
Slow system response,Users unable to log in after v2.3 patch,ISS-70902,Login issue post-upgrade,Hendrix Ltd,CloudEdge,SR-82090,PROD-11582
Slow system response,Dashboard page crashes intermittently,ISS-70903,UI crash,"Crawford, Fernandez and Williams",CloudEdge,SR-83906,PROD-11054
Login failures after upgrade,Data not syncing between apps,ISS-70904,Login issue post-upgrade,Cox-Taylor,CloudEdge,SR-83074,PROD-11598
Missing data sync,Data not syncing between apps,ISS-70905,Login issue post-upgrade,"Douglas, Hill and Hancock",DataSphere,SR-82257,PROD-11510
Dashboard not loading,API call fails after 30s,ISS-70906,Performance degradation,Brown LLC,NetConnect,SR-80783,PROD-11936
API timeout errors,Average response time exceeds 10s,ISS-70907,Sync issue,"Adams, Osborne and Hall",Insight360,SR-80304,PROD-11120
API timeout errors,Users unable to log in after v2.3 patch,ISS-70908,Performance degradation,"Torres, Walls and Orozco",CloudEdge,SR-80065,PROD-11778
Dashboard not loading,Average response time exceeds 10s,ISS-70909,Sync issue,Gilbert-Smith,DataSphere,SR-84546,PROD-11938
API timeout errors,API call fails after 30s,ISS-70910,Performance degradation,Bishop-Salas,CloudEdge,SR-81267,PROD-11973
Login failures after upgrade,Data not syncing between apps,ISS-70911,UI crash,"Esparza, Peterson and Campbell",DataSphere,SR-81581,PROD-11147
Slow system response,Dashboard page crashes intermittently,ISS-70912,API latency,Reyes-Gordon,DataSphere,SR-84541,PROD-11931
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70913,UI crash,Williams LLC,Insight360,SR-83436,PROD-11099
Slow system response,API call fails after 30s,ISS-70914,Sync issue,Faulkner-Frazier,Insight360,SR-84067,PROD-11955
Dashboard not loading,Data not syncing between apps,ISS-70915,UI crash,Allen Group,Insight360,SR-81914,PROD-11551
Login failures after upgrade,Data not syncing between apps,ISS-70916,API latency,Simpson Group,Insight360,SR-84666,PROD-11480
Dashboard not loading,API call fails after 30s,ISS-70917,Login issue post-upgrade,Murray-Johnson,CoreAnalytics,SR-84791,PROD-11496
Missing data sync,Dashboard page crashes intermittently,ISS-70918,Sync issue,"Curtis, Johnson and Kemp",CloudEdge,SR-82134,PROD-11546
API timeout errors,Data not syncing between apps,ISS-70919,Performance degradation,Barnes PLC,CloudEdge,SR-83692,PROD-11303
Login failures after upgrade,API call fails after 30s,ISS-70920,Login issue post-upgrade,Randall Inc,CloudEdge,SR-84368,PROD-11904
Dashboard not loading,Average response time exceeds 10s,ISS-70921,Login issue post-upgrade,Parker PLC,NetConnect,SR-84274,PROD-11979
Missing data sync,Data not syncing between apps,ISS-70922,Sync issue,Maynard-Johnson,CoreAnalytics,SR-80071,PROD-11977
Slow system response,Dashboard page crashes intermittently,ISS-70923,Performance degradation,Smith and Sons,NetConnect,SR-84564,PROD-11850
Dashboard not loading,Data not syncing between apps,ISS-70924,UI crash,Morris-Mcclain,CloudEdge,SR-82696,PROD-11094
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70925,Performance degradation,Baker LLC,CloudEdge,SR-82351,PROD-11965
Slow system response,Average response time exceeds 10s,ISS-70926,Sync issue,Austin-Davies,CloudEdge,SR-80385,PROD-11095
Dashboard not loading,Dashboard page crashes intermittently,ISS-70927,UI crash,Schultz-Reyes,CoreAnalytics,SR-80026,PROD-11069
Slow system response,Average response time exceeds 10s,ISS-70928,UI crash,Cruz-Glover,DataSphere,SR-82975,PROD-11086
API timeout errors,Average response time exceeds 10s,ISS-70929,Login issue post-upgrade,Phillips Group,DataSphere,SR-81911,PROD-11499
Missing data sync,Data not syncing between apps,ISS-70930,API latency,"Thomas, Smith and Cook",NetConnect,SR-82171,PROD-11241
Missing data sync,Users unable to log in after v2.3 patch,ISS-70931,API latency,Nunez and Sons,NetConnect,SR-84472,PROD-11314
Slow system response,Users unable to log in after v2.3 patch,ISS-70932,Performance degradation,"Lewis, Cross and Huber",Insight360,SR-81740,PROD-11909
Slow system response,API call fails after 30s,ISS-70933,Sync issue,Reynolds-Woods,DataSphere,SR-80928,PROD-11086
API timeout errors,Dashboard page crashes intermittently,ISS-70934,UI crash,Gonzalez-Walker,CoreAnalytics,SR-80222,PROD-11401
Dashboard not loading,Dashboard page crashes intermittently,ISS-70935,Login issue post-upgrade,"Stephens, Smith and Ballard",Insight360,SR-84266,PROD-11693
Dashboard not loading,Dashboard page crashes intermittently,ISS-70936,Performance degradation,"Lopez, Campbell and Smith",CoreAnalytics,SR-80271,PROD-11649
Dashboard not loading,API call fails after 30s,ISS-70937,UI crash,"Poole, Sutton and King",NetConnect,SR-83598,PROD-11025
Slow system response,Average response time exceeds 10s,ISS-70938,Sync issue,Huff-Roach,NetConnect,SR-84907,PROD-11822
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70939,Login issue post-upgrade,"Miranda, Lee and Orozco",CloudEdge,SR-83174,PROD-11456
Slow system response,Dashboard page crashes intermittently,ISS-70940,Sync issue,Stokes-Roberts,DataSphere,SR-84591,PROD-11377
Login failures after upgrade,API call fails after 30s,ISS-70941,Performance degradation,"Smith, Adams and Lee",CloudEdge,SR-82588,PROD-11215
Missing data sync,Average response time exceeds 10s,ISS-70942,UI crash,Benson Ltd,NetConnect,SR-83846,PROD-11618
Missing data sync,Average response time exceeds 10s,ISS-70943,API latency,"Stewart, Moreno and Gray",NetConnect,SR-84238,PROD-11768
Missing data sync,Dashboard page crashes intermittently,ISS-70944,Login issue post-upgrade,Anderson Ltd,NetConnect,SR-84886,PROD-11120
Missing data sync,Dashboard page crashes intermittently,ISS-70945,UI crash,"Jones, Hardy and Harris",NetConnect,SR-82458,PROD-11880
Missing data sync,API call fails after 30s,ISS-70946,API latency,Kemp Inc,Insight360,SR-83569,PROD-11085
Dashboard not loading,Dashboard page crashes intermittently,ISS-70947,Login issue post-upgrade,Roberts PLC,CoreAnalytics,SR-80997,PROD-11936
Login failures after upgrade,Average response time exceeds 10s,ISS-70948,Login issue post-upgrade,Hart LLC,DataSphere,SR-81455,PROD-11301
Slow system response,Data not syncing between apps,ISS-70949,Login issue post-upgrade,Walker-Mcdonald,CoreAnalytics,SR-81565,PROD-11384
Slow system response,Average response time exceeds 10s,ISS-70950,Sync issue,Bishop-Salas,NetConnect,SR-84511,PROD-11109
Missing data sync,Data not syncing between apps,ISS-70951,UI crash,Smith Group,CloudEdge,SR-81248,PROD-11306
Missing data sync,Users unable to log in after v2.3 patch,ISS-70952,Sync issue,"Shepherd, Martinez and Hernandez",Insight360,SR-81660,PROD-11610
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70953,Sync issue,Page-Watkins,Insight360,SR-83159,PROD-11595
Slow system response,Dashboard page crashes intermittently,ISS-70954,UI crash,Palmer-Barrett,NetConnect,SR-81462,PROD-11942
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70955,Login issue post-upgrade,Daugherty-Pruitt,CloudEdge,SR-81902,PROD-11036
Missing data sync,Average response time exceeds 10s,ISS-70956,Sync issue,Carter-Mcintyre,CloudEdge,SR-82604,PROD-11598
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70957,Sync issue,Sampson Group,DataSphere,SR-82445,PROD-11975
Missing data sync,API call fails after 30s,ISS-70958,Login issue post-upgrade,Hale LLC,Insight360,SR-83323,PROD-11657
Login failures after upgrade,Data not syncing between apps,ISS-70959,Performance degradation,Meyer-Frazier,NetConnect,SR-83580,PROD-11186
Slow system response,Data not syncing between apps,ISS-70960,UI crash,Harvey PLC,NetConnect,SR-84763,PROD-11777
Missing data sync,Average response time exceeds 10s,ISS-70961,Sync issue,"Wilkinson, Lane and Fields",Insight360,SR-80229,PROD-11962
Dashboard not loading,Dashboard page crashes intermittently,ISS-70962,Sync issue,Jackson-Harmon,DataSphere,SR-85000,PROD-11446
Login failures after upgrade,Data not syncing between apps,ISS-70963,UI crash,Guzman Group,Insight360,SR-82886,PROD-11031
Slow system response,Average response time exceeds 10s,ISS-70964,Login issue post-upgrade,Rodriguez-Stewart,Insight360,SR-83140,PROD-11014
Login failures after upgrade,API call fails after 30s,ISS-70965,Login issue post-upgrade,Carroll Inc,CoreAnalytics,SR-84096,PROD-11580
Dashboard not loading,Data not syncing between apps,ISS-70966,API latency,Garcia Group,CoreAnalytics,SR-81139,PROD-11371
Missing data sync,Average response time exceeds 10s,ISS-70967,Login issue post-upgrade,Harris-Reed,CoreAnalytics,SR-81683,PROD-11881
Missing data sync,Average response time exceeds 10s,ISS-70968,Login issue post-upgrade,"Daniels, Hubbard and Sweeney",CloudEdge,SR-82587,PROD-11070
Slow system response,Data not syncing between apps,ISS-70969,API latency,"Clark, Lozano and Jimenez",CoreAnalytics,SR-80122,PROD-11357
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70970,UI crash,Stout PLC,CoreAnalytics,SR-81038,PROD-11278
Login failures after upgrade,API call fails after 30s,ISS-70971,API latency,"Douglas, Hill and Hancock",CloudEdge,SR-80837,PROD-11751
Missing data sync,Average response time exceeds 10s,ISS-70972,Sync issue,Jimenez-Gaines,DataSphere,SR-83852,PROD-11990
Slow system response,Data not syncing between apps,ISS-70973,Performance degradation,Barry-Garcia,CloudEdge,SR-83319,PROD-11182
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70974,UI crash,Snyder Ltd,NetConnect,SR-80558,PROD-11883
Missing data sync,API call fails after 30s,ISS-70975,Performance degradation,"Gutierrez, Myers and Davis",NetConnect,SR-83887,PROD-11601
Missing data sync,Dashboard page crashes intermittently,ISS-70976,UI crash,Robinson PLC,Insight360,SR-84177,PROD-11066
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70977,Performance degradation,Moore PLC,Insight360,SR-82187,PROD-11118
API timeout errors,API call fails after 30s,ISS-70978,Login issue post-upgrade,Moore Group,NetConnect,SR-84382,PROD-11693
Slow system response,API call fails after 30s,ISS-70979,Login issue post-upgrade,Roman LLC,DataSphere,SR-83473,PROD-11176
API timeout errors,Average response time exceeds 10s,ISS-70980,Sync issue,Chaney-Lozano,CloudEdge,SR-81372,PROD-11114
Missing data sync,Dashboard page crashes intermittently,ISS-70981,API latency,Moreno Inc,Insight360,SR-82707,PROD-11588
Login failures after upgrade,Data not syncing between apps,ISS-70982,Sync issue,Anderson Inc,NetConnect,SR-83965,PROD-11617
Slow system response,Average response time exceeds 10s,ISS-70983,API latency,Page-Watkins,Insight360,SR-84100,PROD-11340
Dashboard not loading,Average response time exceeds 10s,ISS-70984,Sync issue,Jackson-Sherman,CloudEdge,SR-80157,PROD-11114
Missing data sync,Users unable to log in after v2.3 patch,ISS-70985,UI crash,"Stevens, Rodriguez and Long",CloudEdge,SR-83823,PROD-11176
Missing data sync,Average response time exceeds 10s,ISS-70986,UI crash,Hayes LLC,NetConnect,SR-81065,PROD-11745
API timeout errors,Dashboard page crashes intermittently,ISS-70987,API latency,Snyder Ltd,Insight360,SR-83351,PROD-11317
Missing data sync,Average response time exceeds 10s,ISS-70988,API latency,Thompson-Johnson,CoreAnalytics,SR-84536,PROD-11622
Slow system response,API call fails after 30s,ISS-70989,API latency,"Lynch, Lynch and Mitchell",DataSphere,SR-83297,PROD-11644
Dashboard not loading,API call fails after 30s,ISS-70990,API latency,Hubbard Group,Insight360,SR-80226,PROD-11032
Missing data sync,API call fails after 30s,ISS-70991,API latency,"Kelley, Snow and Elliott",NetConnect,SR-80591,PROD-11612
Slow system response,API call fails after 30s,ISS-70992,Login issue post-upgrade,Park PLC,DataSphere,SR-80149,PROD-11101
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70993,UI crash,"West, Johnson and Becker",CloudEdge,SR-81908,PROD-11604
API timeout errors,API call fails after 30s,ISS-70994,UI crash,"Howe, Drake and Robinson",CoreAnalytics,SR-80687,PROD-11623
API timeout errors,API call fails after 30s,ISS-70995,Sync issue,Davis Inc,DataSphere,SR-81468,PROD-11761
Dashboard not loading,Average response time exceeds 10s,ISS-70996,API latency,Jackson-Fowler,DataSphere,SR-81767,PROD-11202
API timeout errors,Data not syncing between apps,ISS-70997,API latency,"Huang, Collins and Santos",CloudEdge,SR-84227,PROD-11983
Slow system response,Users unable to log in after v2.3 patch,ISS-70998,Login issue post-upgrade,Williamson-Kelly,Insight360,SR-80248,PROD-11831
Missing data sync,Data not syncing between apps,ISS-70999,UI crash,Myers Group,Insight360,SR-80661,PROD-11253
API timeout errors,Dashboard page crashes intermittently,ISS-71000,UI crash,Barrera-Moody,CloudEdge,SR-80530,PROD-11017
