Inventory ID,Product Name,Inventory (Units),Quantity,Inventory Location,Inventory Status,Prod_ID,Last Updated Date,Supplier Name,Reorder Threshold,Storage Condition
INV-90906,VisionX Switch,133,116,Bangalore WH,Reserved,PROD-11917,2025-05-26,GlobalNet Supplies,35,Normal
INV-90907,CloudHub Gateway,334,79,Singapore DC,On Hold,PROD-11432,2025-07-03,GlobalNet Supplies,44,Normal
INV-90908,StreamLine AP,92,64,Singapore DC,In Transit,PROD-11168,2025-03-14,TechSource Inc,13,Restricted
INV-90909,VisionX Switch,39,92,London Hub,On Hold,PROD-11922,2025-06-18,NetWorld Partners,52,Normal
INV-90910,CloudHub Gateway,147,190,New York DC,On Hold,PROD-11569,2025-02-16,GlobalNet Supplies,15,Climate-Controlled
INV-90911,CloudHub Gateway,47,16,Singapore DC,Damaged,PROD-11745,2025-06-05,CloudWave Ltd,50,Climate-Controlled
INV-90912,VisionX Switch,333,145,Bangalore WH,Available,PROD-11351,2025-06-23,SecureLine Distributors,20,Restricted
INV-90913,StreamLine AP,95,24,London Hub,Reserved,PROD-11021,2025-01-12,NetWorld Partners,46,Climate-Controlled
INV-90914,StreamLine AP,338,161,New York DC,In Transit,PROD-11766,2025-01-27,NetWorld Partners,47,Normal
INV-90915,SmartEdge Router,35,3,London Hub,On Hold,PROD-11898,2025-08-10,NetWorld Partners,56,Normal
INV-90916,StreamLine AP,336,109,Berlin DC,Reserved,PROD-11205,2025-03-02,SecureLine Distributors,32,Restricted
INV-90917,SmartEdge Router,281,87,Bangalore WH,In Transit,PROD-11660,2025-04-08,NetWorld Partners,19,Normal
INV-90918,Nova Firewall,248,197,Bangalore WH,In Transit,PROD-11697,2025-06-24,TechSource Inc,38,Restricted
INV-90919,SmartEdge Router,419,122,New York DC,Available,PROD-11747,2025-06-09,NetWorld Partners,49,Normal
INV-90920,Nova Firewall,494,91,Berlin DC,Reserved,PROD-11756,2025-07-01,SecureLine Distributors,27,Restricted
INV-90921,StreamLine AP,481,56,Berlin DC,Damaged,PROD-11482,2025-07-29,NetWorld Partners,32,Restricted
INV-90922,Nova Firewall,362,143,New York DC,Available,PROD-11490,2025-03-16,SecureLine Distributors,15,Climate-Controlled
INV-90923,StreamLine AP,70,150,New York DC,Available,PROD-11867,2025-02-22,CloudWave Ltd,57,Restricted
INV-90924,StreamLine AP,347,112,Singapore DC,In Transit,PROD-11670,2025-03-16,CloudWave Ltd,31,Climate-Controlled
INV-90925,SmartEdge Router,72,41,New York DC,Damaged,PROD-11889,2025-08-27,NetWorld Partners,48,Normal
INV-90926,SmartEdge Router,159,52,Bangalore WH,On Hold,PROD-11810,2025-05-17,TechSource Inc,51,Restricted
INV-90927,CloudHub Gateway,425,70,Bangalore WH,Damaged,PROD-11601,2025-07-13,TechSource Inc,37,Restricted
INV-90928,Nova Firewall,218,156,Bangalore WH,Damaged,PROD-11236,2025-07-02,GlobalNet Supplies,24,Normal
INV-90929,VisionX Switch,267,52,London Hub,In Transit,PROD-11311,2025-03-26,NetWorld Partners,45,Restricted
INV-90930,Nova Firewall,266,200,Bangalore WH,On Hold,PROD-11585,2025-08-18,GlobalNet Supplies,25,Restricted
INV-90931,Nova Firewall,372,136,Singapore DC,Reserved,PROD-11643,2025-05-18,TechSource Inc,57,Restricted
INV-90932,Nova Firewall,496,159,Berlin DC,On Hold,PROD-11022,2025-05-10,GlobalNet Supplies,35,Restricted
INV-90933,VisionX Switch,409,67,London Hub,On Hold,PROD-11030,2025-03-31,GlobalNet Supplies,12,Normal
INV-90934,CloudHub Gateway,500,178,Berlin DC,Reserved,PROD-11672,2025-06-05,NetWorld Partners,11,Restricted
INV-90935,VisionX Switch,75,39,Bangalore WH,In Transit,PROD-11924,2025-06-22,GlobalNet Supplies,25,Climate-Controlled
INV-90936,VisionX Switch,470,24,Singapore DC,In Transit,PROD-11956,2025-06-18,SecureLine Distributors,50,Restricted
INV-90937,StreamLine AP,62,106,Berlin DC,On Hold,PROD-11865,2025-05-15,CloudWave Ltd,43,Restricted
INV-90938,StreamLine AP,455,167,Berlin DC,On Hold,PROD-11023,2025-03-31,CloudWave Ltd,10,Restricted
INV-90939,StreamLine AP,121,105,Bangalore WH,Available,PROD-11137,2025-08-15,NetWorld Partners,47,Normal
INV-90940,Nova Firewall,333,108,New York DC,In Transit,PROD-11790,2025-07-04,GlobalNet Supplies,27,Climate-Controlled
INV-90941,CloudHub Gateway,410,146,Bangalore WH,In Transit,PROD-11118,2025-04-12,NetWorld Partners,20,Normal
INV-90942,SmartEdge Router,465,159,New York DC,Reserved,PROD-11096,2025-07-08,CloudWave Ltd,45,Climate-Controlled
INV-90943,VisionX Switch,235,128,Singapore DC,Damaged,PROD-11974,2025-08-11,TechSource Inc,30,Normal
INV-90944,SmartEdge Router,384,173,New York DC,Damaged,PROD-11113,2025-01-13,GlobalNet Supplies,50,Restricted
INV-90945,StreamLine AP,372,45,Bangalore WH,Reserved,PROD-11707,2025-05-22,GlobalNet Supplies,33,Climate-Controlled
INV-90946,Nova Firewall,360,78,Berlin DC,Damaged,PROD-11713,2025-07-26,CloudWave Ltd,44,Climate-Controlled
INV-90947,StreamLine AP,250,172,London Hub,Available,PROD-11884,2025-07-11,CloudWave Ltd,31,Restricted
INV-90948,StreamLine AP,468,146,Berlin DC,Reserved,PROD-11182,2025-03-26,CloudWave Ltd,18,Climate-Controlled
INV-90949,Nova Firewall,386,197,London Hub,Damaged,PROD-11182,2025-03-02,CloudWave Ltd,39,Climate-Controlled
INV-90950,VisionX Switch,83,111,London Hub,In Transit,PROD-11496,2025-03-08,GlobalNet Supplies,13,Climate-Controlled
INV-90951,CloudHub Gateway,281,24,Singapore DC,Available,PROD-11236,2025-04-21,CloudWave Ltd,44,Climate-Controlled
INV-90952,Nova Firewall,186,30,Berlin DC,Reserved,PROD-11452,2025-05-02,GlobalNet Supplies,15,Normal
INV-90953,Nova Firewall,114,54,Singapore DC,Damaged,PROD-11004,2025-03-04,GlobalNet Supplies,51,Restricted
INV-90954,CloudHub Gateway,161,72,Bangalore WH,Available,PROD-11391,2025-04-25,NetWorld Partners,30,Normal
INV-90955,SmartEdge Router,12,26,Bangalore WH,On Hold,PROD-11068,2025-07-28,SecureLine Distributors,15,Climate-Controlled
INV-90956,StreamLine AP,351,157,Berlin DC,Reserved,PROD-11908,2025-04-05,TechSource Inc,40,Restricted
INV-90957,StreamLine AP,24,122,Berlin DC,Reserved,PROD-11138,2025-01-26,GlobalNet Supplies,25,Normal
INV-90958,SmartEdge Router,252,163,Berlin DC,On Hold,PROD-11853,2025-08-03,SecureLine Distributors,58,Climate-Controlled
INV-90959,VisionX Switch,274,103,New York DC,Damaged,PROD-11368,2025-01-07,NetWorld Partners,42,Normal
INV-90960,VisionX Switch,169,178,Singapore DC,In Transit,PROD-11924,2025-07-22,SecureLine Distributors,26,Climate-Controlled
INV-90961,SmartEdge Router,237,185,London Hub,Damaged,PROD-11857,2025-06-11,CloudWave Ltd,25,Restricted
INV-90962,CloudHub Gateway,20,199,Berlin DC,Available,PROD-11650,2025-04-04,CloudWave Ltd,55,Normal
INV-90963,SmartEdge Router,315,96,Bangalore WH,In Transit,PROD-11494,2025-05-29,CloudWave Ltd,23,Normal
INV-90964,VisionX Switch,344,128,Berlin DC,In Transit,PROD-11560,2025-04-26,NetWorld Partners,18,Climate-Controlled
INV-90965,CloudHub Gateway,137,53,London Hub,On Hold,PROD-11401,2025-03-03,CloudWave Ltd,18,Climate-Controlled
INV-90966,VisionX Switch,105,129,London Hub,On Hold,PROD-11123,2025-02-09,NetWorld Partners,46,Normal
INV-90967,CloudHub Gateway,94,182,Singapore DC,On Hold,PROD-11871,2025-05-18,CloudWave Ltd,28,Climate-Controlled
INV-90968,VisionX Switch,395,92,Bangalore WH,In Transit,PROD-11351,2025-05-04,NetWorld Partners,15,Normal
INV-90969,StreamLine AP,456,66,New York DC,On Hold,PROD-11255,2025-07-22,NetWorld Partners,10,Climate-Controlled
INV-90970,CloudHub Gateway,244,2,Bangalore WH,In Transit,PROD-11731,2025-03-09,NetWorld Partners,29,Climate-Controlled
INV-90971,SmartEdge Router,125,185,London Hub,In Transit,PROD-11372,2025-04-17,TechSource Inc,47,Climate-Controlled
INV-90972,VisionX Switch,55,87,Berlin DC,Damaged,PROD-11511,2025-02-08,NetWorld Partners,48,Normal
INV-90973,VisionX Switch,15,30,New York DC,In Transit,PROD-11575,2025-07-30,NetWorld Partners,14,Normal
INV-90974,VisionX Switch,402,151,New York DC,On Hold,PROD-11143,2025-02-28,SecureLine Distributors,57,Restricted
INV-90975,StreamLine AP,304,98,Singapore DC,Reserved,PROD-11153,2025-08-08,GlobalNet Supplies,37,Normal
INV-90976,Nova Firewall,72,40,Bangalore WH,Damaged,PROD-11480,2025-07-02,NetWorld Partners,10,Climate-Controlled
INV-90977,SmartEdge Router,236,183,London Hub,Reserved,PROD-11187,2025-02-14,SecureLine Distributors,47,Restricted
INV-90978,CloudHub Gateway,163,100,Berlin DC,On Hold,PROD-11443,2025-07-15,TechSource Inc,42,Normal
INV-90979,Nova Firewall,311,159,London Hub,Available,PROD-11556,2025-04-16,SecureLine Distributors,53,Climate-Controlled
INV-90980,CloudHub Gateway,410,70,Bangalore WH,Reserved,PROD-11025,2025-08-13,SecureLine Distributors,21,Restricted
INV-90981,StreamLine AP,423,68,Berlin DC,On Hold,PROD-11214,2025-02-26,CloudWave Ltd,32,Normal
INV-90982,StreamLine AP,299,29,Singapore DC,In Transit,PROD-11570,2025-03-18,GlobalNet Supplies,43,Climate-Controlled
INV-90983,SmartEdge Router,80,185,Singapore DC,Available,PROD-11784,2025-04-24,NetWorld Partners,45,Climate-Controlled
INV-90984,SmartEdge Router,217,140,Bangalore WH,Available,PROD-11322,2025-01-04,TechSource Inc,11,Normal
INV-90985,StreamLine AP,37,70,Berlin DC,In Transit,PROD-11224,2025-03-02,NetWorld Partners,44,Restricted
INV-90986,SmartEdge Router,377,186,Singapore DC,In Transit,PROD-11244,2025-04-06,NetWorld Partners,42,Climate-Controlled
INV-90987,SmartEdge Router,322,185,Berlin DC,On Hold,PROD-11261,2025-06-08,GlobalNet Supplies,48,Restricted
INV-90988,Nova Firewall,183,117,Bangalore WH,Available,PROD-11060,2025-07-14,NetWorld Partners,35,Normal
INV-90989,Nova Firewall,178,182,New York DC,Reserved,PROD-11893,2025-07-20,NetWorld Partners,32,Restricted
INV-90990,CloudHub Gateway,260,182,Bangalore WH,In Transit,PROD-11113,2025-05-10,TechSource Inc,29,Climate-Controlled
INV-90991,Nova Firewall,499,119,London Hub,Reserved,PROD-11912,2025-08-14,SecureLine Distributors,46,Climate-Controlled
INV-90992,SmartEdge Router,433,58,London Hub,Available,PROD-11520,2025-04-25,CloudWave Ltd,59,Climate-Controlled
INV-90993,SmartEdge Router,181,188,London Hub,Reserved,PROD-11924,2025-07-14,NetWorld Partners,43,Normal
INV-90994,CloudHub Gateway,435,198,London Hub,Reserved,PROD-11110,2025-02-02,NetWorld Partners,24,Restricted
INV-90995,SmartEdge Router,152,134,Singapore DC,Damaged,PROD-11793,2025-06-11,GlobalNet Supplies,24,Climate-Controlled
INV-90996,Nova Firewall,279,24,London Hub,Reserved,PROD-11354,2025-07-15,TechSource Inc,31,Normal
INV-90997,Nova Firewall,393,15,Berlin DC,In Transit,PROD-11125,2025-06-26,TechSource Inc,34,Climate-Controlled
INV-90998,CloudHub Gateway,245,119,New York DC,Reserved,PROD-11478,2025-06-12,SecureLine Distributors,39,Normal
INV-90999,Nova Firewall,357,160,New York DC,In Transit,PROD-11730,2025-04-12,GlobalNet Supplies,20,Restricted
INV-91000,CloudHub Gateway,156,22,Bangalore WH,Reserved,PROD-11032,2025-08-09,SecureLine Distributors,11,Climate-Controlled
