Logistics ID,Product Name,Order Date,Order Status,Fulfilment Date,Delivery Date,Delivery Status,Consignment Location,Cust_ID,Od_Contract_ID
LOG-80823,CloudHub Gateway,2025-02-18,Confirmed,2025-08-27,2025-01-31,Delivered,Singapore WH,CUST-10687,ORD-42888
LOG-80824,StreamLine AP,2025-02-21,Cancelled,2025-07-14,2025-03-04,Delivered,New York DC,CUST-10607,ORD-41217
LOG-80825,StreamLine AP,2025-05-31,In Progress,2025-07-06,2025-04-24,In Transit,Singapore WH,CUST-10452,ORD-43256
LOG-80826,VisionX Switch,2025-03-04,Delivered,2025-02-16,2025-01-26,Out for Delivery,Bangalore WH,CUST-10121,ORD-43548
LOG-80827,Nova Firewall,2025-06-25,Confirmed,2025-03-22,2025-07-21,Pending,London DC,CUST-10042,ORD-40876
LOG-80828,Nova Firewall,2025-03-24,Confirmed,2025-01-13,2025-08-15,Delivered,Singapore WH,CUST-10243,ORD-41653
LOG-80829,Nova Firewall,2025-06-12,Shipped,2025-07-27,2025-08-06,Delivered,Berlin Hub,CUST-10341,ORD-43770
LOG-80830,CloudHub Gateway,2025-07-19,Cancelled,2025-03-16,2025-01-21,Pending,Singapore WH,CUST-10374,ORD-43234
LOG-80831,SmartEdge Router,2025-05-09,Confirmed,2025-02-23,2025-05-11,Returned,Berlin Hub,CUST-10776,ORD-40028
LOG-80832,SmartEdge Router,2025-04-29,Shipped,2025-05-22,2025-03-20,Pending,New York DC,CUST-10993,ORD-44569
LOG-80833,CloudHub Gateway,2025-06-07,Shipped,2025-05-16,2025-03-31,In Transit,London DC,CUST-10238,ORD-44459
LOG-80834,CloudHub Gateway,2025-05-28,Confirmed,2025-07-23,2025-08-01,Delivered,London DC,CUST-10854,ORD-41740
LOG-80835,StreamLine AP,2025-01-13,In Progress,2025-01-24,2025-02-03,Delivered,Singapore WH,CUST-10721,ORD-43949
LOG-80836,SmartEdge Router,2025-06-16,Cancelled,2025-08-26,2025-06-23,Delivered,New York DC,CUST-10981,ORD-44735
LOG-80837,SmartEdge Router,2025-04-07,Cancelled,2025-04-09,2025-02-28,In Transit,Singapore WH,CUST-10714,ORD-44884
LOG-80838,CloudHub Gateway,2025-03-24,Cancelled,2025-04-27,2025-06-06,Returned,New York DC,CUST-10471,ORD-43682
LOG-80839,Nova Firewall,2025-01-22,Confirmed,2025-08-29,2025-06-06,Pending,Bangalore WH,CUST-10093,ORD-44370
LOG-80840,VisionX Switch,2025-01-29,Delivered,2025-02-01,2025-04-01,Pending,Berlin Hub,CUST-10766,ORD-44561
LOG-80841,StreamLine AP,2025-08-09,Delivered,2025-06-18,2025-07-22,Pending,New York DC,CUST-10846,ORD-40404
LOG-80842,Nova Firewall,2025-08-28,Delivered,2025-03-22,2025-08-16,Out for Delivery,London DC,CUST-10401,ORD-43513
LOG-80843,Nova Firewall,2025-04-16,Shipped,2025-07-25,2025-04-22,Delivered,New York DC,CUST-10911,ORD-41417
LOG-80844,Nova Firewall,2025-02-03,Shipped,2025-05-23,2025-05-06,Delivered,New York DC,CUST-10824,ORD-42928
LOG-80845,VisionX Switch,2025-08-09,Cancelled,2025-01-11,2025-04-05,Pending,London DC,CUST-10395,ORD-41602
LOG-80846,CloudHub Gateway,2025-05-04,In Progress,2025-05-25,2025-08-04,Delivered,Singapore WH,CUST-10648,ORD-43438
LOG-80847,StreamLine AP,2025-03-12,Delivered,2025-05-03,2025-08-21,Returned,Berlin Hub,CUST-10593,ORD-44254
LOG-80848,SmartEdge Router,2025-07-17,In Progress,2025-08-23,2025-01-05,Pending,Bangalore WH,CUST-10640,ORD-41060
LOG-80849,SmartEdge Router,2025-07-29,Delivered,2025-08-01,2025-04-01,Returned,New York DC,CUST-10054,ORD-41339
LOG-80850,VisionX Switch,2025-05-08,Confirmed,2025-02-02,2025-01-10,In Transit,New York DC,CUST-10225,ORD-41531
LOG-80851,VisionX Switch,2025-01-15,Cancelled,2025-02-13,2025-02-25,Out for Delivery,New York DC,CUST-10429,ORD-41189
LOG-80852,VisionX Switch,2025-07-25,Delivered,2025-06-06,2025-04-27,Returned,London DC,CUST-10146,ORD-44743
LOG-80853,Nova Firewall,2025-04-06,In Progress,2025-06-16,2025-06-21,Returned,Bangalore WH,CUST-10615,ORD-42025
LOG-80854,SmartEdge Router,2025-08-02,In Progress,2025-02-16,2025-06-29,Returned,New York DC,CUST-10047,ORD-41385
LOG-80855,Nova Firewall,2025-06-30,Shipped,2025-06-05,2025-03-09,Out for Delivery,Berlin Hub,CUST-10795,ORD-42564
LOG-80856,StreamLine AP,2025-07-04,Shipped,2025-07-06,2025-08-27,Delivered,Berlin Hub,CUST-10443,ORD-43150
LOG-80857,StreamLine AP,2025-03-04,Shipped,2025-07-20,2025-02-15,Out for Delivery,London DC,CUST-10069,ORD-41501
LOG-80858,VisionX Switch,2025-04-23,In Progress,2025-05-31,2025-08-24,Pending,Berlin Hub,CUST-10519,ORD-40527
LOG-80859,CloudHub Gateway,2025-04-09,Cancelled,2025-05-21,2025-03-17,In Transit,Berlin Hub,CUST-10183,ORD-41870
LOG-80860,VisionX Switch,2025-01-22,Delivered,2025-05-01,2025-02-10,Out for Delivery,Berlin Hub,CUST-10253,ORD-44206
LOG-80861,SmartEdge Router,2025-06-19,In Progress,2025-04-20,2025-01-12,Returned,Bangalore WH,CUST-10534,ORD-43694
LOG-80862,VisionX Switch,2025-05-29,Delivered,2025-04-10,2025-03-18,In Transit,Berlin Hub,CUST-10069,ORD-41878
LOG-80863,SmartEdge Router,2025-08-06,In Progress,2025-05-10,2025-05-05,Delivered,Berlin Hub,CUST-10951,ORD-40462
LOG-80864,VisionX Switch,2025-03-21,Delivered,2025-05-29,2025-07-10,Out for Delivery,Berlin Hub,CUST-10263,ORD-40886
LOG-80865,Nova Firewall,2025-03-24,Shipped,2025-04-18,2025-03-30,In Transit,New York DC,CUST-10643,ORD-41095
LOG-80866,CloudHub Gateway,2025-08-22,Delivered,2025-01-28,2025-01-19,Returned,Singapore WH,CUST-10993,ORD-41583
LOG-80867,SmartEdge Router,2025-02-21,Confirmed,2025-01-07,2025-02-16,In Transit,Singapore WH,CUST-10756,ORD-44240
LOG-80868,SmartEdge Router,2025-06-03,Delivered,2025-01-02,2025-07-05,Delivered,New York DC,CUST-10153,ORD-42672
LOG-80869,CloudHub Gateway,2025-02-15,Delivered,2025-07-04,2025-07-20,Pending,New York DC,CUST-10095,ORD-42144
LOG-80870,SmartEdge Router,2025-08-28,In Progress,2025-07-23,2025-07-31,In Transit,New York DC,CUST-10444,ORD-40644
LOG-80871,Nova Firewall,2025-07-27,Delivered,2025-06-13,2025-05-31,Returned,Bangalore WH,CUST-10664,ORD-41065
LOG-80872,SmartEdge Router,2025-04-22,Shipped,2025-06-03,2025-01-26,Pending,Berlin Hub,CUST-10131,ORD-40059
LOG-80873,Nova Firewall,2025-06-30,In Progress,2025-08-17,2025-03-04,Returned,Bangalore WH,CUST-10548,ORD-44454
LOG-80874,CloudHub Gateway,2025-06-02,Confirmed,2025-07-09,2025-08-03,In Transit,London DC,CUST-10162,ORD-40326
LOG-80875,Nova Firewall,2025-06-29,Delivered,2025-08-24,2025-02-07,Pending,Singapore WH,CUST-10372,ORD-41696
LOG-80876,VisionX Switch,2025-05-06,Shipped,2025-01-20,2025-08-06,Out for Delivery,Singapore WH,CUST-10839,ORD-42498
LOG-80877,VisionX Switch,2025-01-18,Confirmed,2025-06-01,2025-04-08,Pending,Singapore WH,CUST-10911,ORD-41487
LOG-80878,Nova Firewall,2025-04-20,Delivered,2025-01-14,2025-04-02,In Transit,Berlin Hub,CUST-10472,ORD-42477
LOG-80879,StreamLine AP,2025-03-01,Cancelled,2025-07-03,2025-07-17,Out for Delivery,Singapore WH,CUST-10258,ORD-44727
LOG-80880,CloudHub Gateway,2025-03-20,Shipped,2025-07-22,2025-07-25,Pending,Berlin Hub,CUST-10221,ORD-42418
LOG-80881,VisionX Switch,2025-03-11,Delivered,2025-03-19,2025-03-06,Pending,Singapore WH,CUST-10569,ORD-41101
LOG-80882,CloudHub Gateway,2025-06-27,Delivered,2025-01-19,2025-08-22,Delivered,Bangalore WH,CUST-10565,ORD-41637
LOG-80883,StreamLine AP,2025-01-06,In Progress,2025-08-08,2025-01-17,Returned,Singapore WH,CUST-10522,ORD-40717
LOG-80884,StreamLine AP,2025-05-21,Delivered,2025-01-08,2025-04-03,Out for Delivery,Berlin Hub,CUST-10981,ORD-42443
LOG-80885,StreamLine AP,2025-02-02,Cancelled,2025-07-23,2025-02-14,Pending,Bangalore WH,CUST-10798,ORD-40254
LOG-80886,VisionX Switch,2025-06-27,In Progress,2025-07-28,2025-04-17,Delivered,Bangalore WH,CUST-10656,ORD-43033
LOG-80887,Nova Firewall,2025-01-31,Cancelled,2025-03-28,2025-07-10,Out for Delivery,Berlin Hub,CUST-10889,ORD-41542
LOG-80888,CloudHub Gateway,2025-03-17,Confirmed,2025-02-26,2025-08-29,Pending,Singapore WH,CUST-10729,ORD-43212
LOG-80889,VisionX Switch,2025-05-04,Delivered,2025-01-07,2025-06-10,Returned,Singapore WH,CUST-10163,ORD-44894
LOG-80890,SmartEdge Router,2025-06-06,Delivered,2025-08-08,2025-02-12,In Transit,London DC,CUST-10919,ORD-42645
LOG-80891,CloudHub Gateway,2025-01-06,Confirmed,2025-04-29,2025-08-09,Delivered,London DC,CUST-10505,ORD-40179
LOG-80892,CloudHub Gateway,2025-01-07,Cancelled,2025-08-03,2025-03-18,Out for Delivery,Bangalore WH,CUST-10791,ORD-43196
LOG-80893,StreamLine AP,2025-02-27,Confirmed,2025-05-17,2025-04-13,Delivered,Bangalore WH,CUST-10672,ORD-42011
LOG-80894,SmartEdge Router,2025-05-29,Delivered,2025-04-30,2025-04-09,Delivered,Berlin Hub,CUST-10668,ORD-43056
LOG-80895,Nova Firewall,2025-01-01,Cancelled,2025-04-30,2025-07-05,Out for Delivery,New York DC,CUST-10659,ORD-44836
LOG-80896,CloudHub Gateway,2025-07-07,Shipped,2025-01-05,2025-04-02,Pending,London DC,CUST-10543,ORD-41107
LOG-80897,CloudHub Gateway,2025-07-17,Shipped,2025-05-10,2025-07-04,Out for Delivery,Bangalore WH,CUST-10259,ORD-41248
LOG-80898,Nova Firewall,2025-08-16,Delivered,2025-02-06,2025-01-12,Pending,Bangalore WH,CUST-10338,ORD-43436
LOG-80899,CloudHub Gateway,2025-05-11,Cancelled,2025-07-25,2025-05-17,Delivered,New York DC,CUST-10191,ORD-43806
LOG-80900,StreamLine AP,2025-02-05,In Progress,2025-02-22,2025-06-12,Returned,London DC,CUST-10627,ORD-44715
LOG-80901,SmartEdge Router,2025-01-25,Shipped,2025-03-11,2025-07-05,Out for Delivery,Berlin Hub,CUST-10562,ORD-42525
LOG-80902,StreamLine AP,2025-06-14,Delivered,2025-04-03,2025-02-01,Out for Delivery,New York DC,CUST-10808,ORD-44581
LOG-80903,Nova Firewall,2025-04-14,In Progress,2025-04-16,2025-02-13,Out for Delivery,London DC,CUST-10966,ORD-40262
LOG-80904,Nova Firewall,2025-06-11,In Progress,2025-03-01,2025-03-13,Returned,London DC,CUST-10838,ORD-40960
LOG-80905,StreamLine AP,2025-07-29,Confirmed,2025-04-08,2025-03-29,Delivered,London DC,CUST-10309,ORD-42491
LOG-80906,VisionX Switch,2025-08-09,Delivered,2025-08-09,2025-07-24,Delivered,New York DC,CUST-10061,ORD-44070
LOG-80907,CloudHub Gateway,2025-07-08,Shipped,2025-06-27,2025-01-18,Delivered,New York DC,CUST-10419,ORD-41942
LOG-80908,Nova Firewall,2025-02-23,Shipped,2025-07-19,2025-01-14,Returned,Berlin Hub,CUST-10215,ORD-40651
LOG-80909,Nova Firewall,2025-01-01,Cancelled,2025-05-26,2025-06-29,Delivered,Berlin Hub,CUST-10982,ORD-44178
LOG-80910,CloudHub Gateway,2025-04-22,Cancelled,2025-01-07,2025-06-16,Delivered,Berlin Hub,CUST-10626,ORD-44080
LOG-80911,SmartEdge Router,2025-02-05,Confirmed,2025-05-13,2025-07-04,Out for Delivery,Berlin Hub,CUST-10596,ORD-43066
LOG-80912,Nova Firewall,2025-07-14,Cancelled,2025-06-08,2025-01-07,Returned,London DC,CUST-10345,ORD-40529
LOG-80913,VisionX Switch,2025-03-16,In Progress,2025-04-07,2025-03-09,Out for Delivery,Singapore WH,CUST-10830,ORD-40690
LOG-80914,StreamLine AP,2025-06-22,Confirmed,2025-08-19,2025-02-10,Out for Delivery,Berlin Hub,CUST-10020,ORD-41758
LOG-80915,SmartEdge Router,2025-07-31,Delivered,2025-05-14,2025-03-12,Delivered,Singapore WH,CUST-10371,ORD-42169
LOG-80916,CloudHub Gateway,2025-07-05,Cancelled,2025-07-11,2025-01-30,Delivered,New York DC,CUST-10141,ORD-40803
LOG-80917,Nova Firewall,2025-08-12,In Progress,2025-01-03,2025-03-15,In Transit,Singapore WH,CUST-10462,ORD-43972
LOG-80918,SmartEdge Router,2025-04-18,Confirmed,2025-03-04,2025-05-29,Pending,New York DC,CUST-10292,ORD-44678
LOG-80919,CloudHub Gateway,2025-07-04,In Progress,2025-03-27,2025-03-18,Delivered,Singapore WH,CUST-10369,ORD-41156
LOG-80920,SmartEdge Router,2025-03-18,Confirmed,2025-08-14,2025-08-30,In Transit,Singapore WH,CUST-10344,ORD-40660
LOG-80921,StreamLine AP,2025-08-15,Shipped,2025-06-29,2025-06-13,Delivered,Berlin Hub,CUST-10353,ORD-42284
LOG-80922,SmartEdge Router,2025-07-27,Cancelled,2025-04-15,2025-08-11,Pending,London DC,CUST-10340,ORD-43650
LOG-80923,CloudHub Gateway,2025-06-09,Confirmed,2025-06-09,2025-01-02,Returned,Bangalore WH,CUST-10109,ORD-40288
LOG-80924,SmartEdge Router,2025-01-23,Confirmed,2025-04-18,2025-01-29,In Transit,Singapore WH,CUST-10452,ORD-44335
LOG-80925,Nova Firewall,2025-01-25,Confirmed,2025-03-28,2025-04-04,Delivered,Berlin Hub,CUST-10808,ORD-41604
LOG-80926,SmartEdge Router,2025-01-08,Delivered,2025-08-11,2025-07-28,Delivered,New York DC,CUST-10092,ORD-42252
LOG-80927,VisionX Switch,2025-01-06,Delivered,2025-08-06,2025-04-16,Pending,Bangalore WH,CUST-10533,ORD-44868
LOG-80928,SmartEdge Router,2025-04-26,Confirmed,2025-01-06,2025-07-26,Delivered,London DC,CUST-10906,ORD-40857
LOG-80929,VisionX Switch,2025-08-21,Cancelled,2025-01-30,2025-01-28,Pending,London DC,CUST-10310,ORD-42381
LOG-80930,Nova Firewall,2025-04-16,Shipped,2025-04-12,2025-08-16,Out for Delivery,Bangalore WH,CUST-10791,ORD-41615
LOG-80931,CloudHub Gateway,2025-06-16,Shipped,2025-01-26,2025-03-26,Out for Delivery,Berlin Hub,CUST-10919,ORD-40435
LOG-80932,SmartEdge Router,2025-07-25,In Progress,2025-03-31,2025-07-14,In Transit,New York DC,CUST-10814,ORD-41708
LOG-80933,CloudHub Gateway,2025-05-22,Delivered,2025-07-21,2025-01-31,In Transit,New York DC,CUST-10304,ORD-44892
LOG-80934,SmartEdge Router,2025-03-29,Confirmed,2025-08-23,2025-05-07,Delivered,New York DC,CUST-10609,ORD-43239
LOG-80935,CloudHub Gateway,2025-07-08,In Progress,2025-01-23,2025-03-07,Returned,Berlin Hub,CUST-10767,ORD-41831
LOG-80936,StreamLine AP,2025-06-16,Shipped,2025-01-15,2025-04-07,In Transit,New York DC,CUST-10057,ORD-42703
LOG-80937,StreamLine AP,2025-04-15,Shipped,2025-01-28,2025-01-08,Delivered,New York DC,CUST-10006,ORD-41051
LOG-80938,StreamLine AP,2025-06-03,In Progress,2025-04-01,2025-08-29,Returned,Singapore WH,CUST-10960,ORD-43588
LOG-80939,VisionX Switch,2025-08-30,Shipped,2025-07-16,2025-02-01,In Transit,Singapore WH,CUST-10197,ORD-41551
LOG-80940,StreamLine AP,2025-05-25,Shipped,2025-07-31,2025-08-04,Pending,Berlin Hub,CUST-10503,ORD-41264
LOG-80941,SmartEdge Router,2025-06-11,Confirmed,2025-02-08,2025-07-23,Delivered,Berlin Hub,CUST-10882,ORD-42589
LOG-80942,SmartEdge Router,2025-03-25,Confirmed,2025-01-03,2025-01-19,Delivered,Bangalore WH,CUST-10382,ORD-41934
LOG-80943,CloudHub Gateway,2025-03-29,Shipped,2025-03-26,2025-07-08,Out for Delivery,London DC,CUST-10415,ORD-43652
LOG-80944,VisionX Switch,2025-05-08,Confirmed,2025-08-08,2025-03-22,Returned,New York DC,CUST-10239,ORD-42570
LOG-80945,VisionX Switch,2025-02-12,In Progress,2025-01-31,2025-01-07,Delivered,London DC,CUST-10469,ORD-42301
LOG-80946,VisionX Switch,2025-06-17,Cancelled,2025-08-19,2025-01-07,Delivered,New York DC,CUST-10088,ORD-40738
LOG-80947,Nova Firewall,2025-05-29,Confirmed,2025-08-31,2025-07-28,Delivered,Berlin Hub,CUST-10480,ORD-40066
LOG-80948,CloudHub Gateway,2025-04-24,Confirmed,2025-01-24,2025-07-17,Returned,Singapore WH,CUST-10596,ORD-40369
LOG-80949,Nova Firewall,2025-04-06,Confirmed,2025-04-05,2025-03-06,Delivered,Berlin Hub,CUST-10794,ORD-42357
LOG-80950,Nova Firewall,2025-04-16,Confirmed,2025-04-23,2025-08-24,Delivered,Bangalore WH,CUST-10019,ORD-40532
LOG-80951,StreamLine AP,2025-06-20,In Progress,2025-06-05,2025-04-16,Returned,New York DC,CUST-10320,ORD-41111
LOG-80952,CloudHub Gateway,2025-08-05,Confirmed,2025-01-31,2025-05-22,In Transit,Singapore WH,CUST-10279,ORD-40575
LOG-80953,Nova Firewall,2025-08-14,Shipped,2025-06-29,2025-04-05,Delivered,Bangalore WH,CUST-10529,ORD-41704
LOG-80954,Nova Firewall,2025-04-09,Delivered,2025-04-08,2025-08-14,In Transit,London DC,CUST-10292,ORD-42374
LOG-80955,Nova Firewall,2025-05-31,Confirmed,2025-07-20,2025-07-25,Delivered,Singapore WH,CUST-10419,ORD-40318
LOG-80956,CloudHub Gateway,2025-05-18,In Progress,2025-05-27,2025-08-17,In Transit,Bangalore WH,CUST-10363,ORD-40096
LOG-80957,StreamLine AP,2025-03-31,In Progress,2025-08-23,2025-03-28,Pending,London DC,CUST-10012,ORD-43799
LOG-80958,SmartEdge Router,2025-06-01,Shipped,2025-07-14,2025-04-27,Delivered,Singapore WH,CUST-10341,ORD-42026
LOG-80959,Nova Firewall,2025-08-22,Shipped,2025-08-24,2025-01-07,Delivered,Berlin Hub,CUST-10425,ORD-42010
LOG-80960,StreamLine AP,2025-03-09,Confirmed,2025-03-30,2025-08-05,Delivered,Bangalore WH,CUST-10216,ORD-40011
LOG-80961,VisionX Switch,2025-04-15,Cancelled,2025-04-19,2025-07-16,Pending,Bangalore WH,CUST-10371,ORD-44754
LOG-80962,VisionX Switch,2025-07-04,In Progress,2025-06-26,2025-01-14,Out for Delivery,Singapore WH,CUST-10241,ORD-42901
LOG-80963,VisionX Switch,2025-01-24,Shipped,2025-04-01,2025-08-09,Pending,Singapore WH,CUST-10709,ORD-42536
LOG-80964,Nova Firewall,2025-06-18,Confirmed,2025-06-04,2025-03-12,In Transit,New York DC,CUST-10257,ORD-43943
LOG-80965,SmartEdge Router,2025-04-23,Confirmed,2025-04-11,2025-03-04,Out for Delivery,New York DC,CUST-10785,ORD-42100
LOG-80966,StreamLine AP,2025-08-11,Cancelled,2025-03-31,2025-03-09,Delivered,London DC,CUST-10529,ORD-44499
LOG-80967,VisionX Switch,2025-06-15,Cancelled,2025-07-09,2025-08-13,Pending,London DC,CUST-10860,ORD-44581
LOG-80968,CloudHub Gateway,2025-07-19,Delivered,2025-01-24,2025-02-06,Delivered,London DC,CUST-10248,ORD-41761
LOG-80969,VisionX Switch,2025-05-14,Delivered,2025-02-08,2025-01-31,Pending,New York DC,CUST-10206,ORD-42109
LOG-80970,StreamLine AP,2025-01-05,Confirmed,2025-07-07,2025-02-06,Delivered,New York DC,CUST-10961,ORD-40089
LOG-80971,VisionX Switch,2025-04-05,Cancelled,2025-06-17,2025-06-26,Out for Delivery,Singapore WH,CUST-10868,ORD-43752
LOG-80972,StreamLine AP,2025-03-18,Delivered,2025-05-17,2025-06-11,In Transit,Singapore WH,CUST-10183,ORD-43353
LOG-80973,Nova Firewall,2025-07-29,In Progress,2025-07-29,2025-06-03,In Transit,Singapore WH,CUST-10618,ORD-44524
LOG-80974,CloudHub Gateway,2025-05-04,Cancelled,2025-07-25,2025-07-11,Out for Delivery,Berlin Hub,CUST-10798,ORD-40993
LOG-80975,CloudHub Gateway,2025-04-06,Cancelled,2025-01-07,2025-05-28,Delivered,New York DC,CUST-10893,ORD-44588
LOG-80976,Nova Firewall,2025-07-31,Shipped,2025-04-21,2025-07-05,Delivered,London DC,CUST-10037,ORD-42542
LOG-80977,Nova Firewall,2025-03-10,Shipped,2025-06-18,2025-05-29,Delivered,New York DC,CUST-10903,ORD-41513
LOG-80978,VisionX Switch,2025-03-19,Cancelled,2025-07-01,2025-01-06,Returned,London DC,CUST-10687,ORD-41870
LOG-80979,VisionX Switch,2025-01-09,Shipped,2025-03-31,2025-08-31,In Transit,Bangalore WH,CUST-10818,ORD-41299
LOG-80980,Nova Firewall,2025-04-27,Delivered,2025-07-23,2025-08-16,In Transit,London DC,CUST-10475,ORD-40362
LOG-80981,SmartEdge Router,2025-02-11,Delivered,2025-04-22,2025-06-06,Returned,Singapore WH,CUST-10188,ORD-43229
LOG-80982,VisionX Switch,2025-05-27,Confirmed,2025-02-18,2025-06-27,In Transit,New York DC,CUST-10283,ORD-40365
LOG-80983,VisionX Switch,2025-08-18,Delivered,2025-07-13,2025-04-18,Pending,Singapore WH,CUST-10088,ORD-41082
LOG-80984,Nova Firewall,2025-08-14,Confirmed,2025-02-19,2025-04-15,Returned,Bangalore WH,CUST-10546,ORD-44902
LOG-80985,StreamLine AP,2025-07-09,In Progress,2025-01-04,2025-02-09,Delivered,Berlin Hub,CUST-10423,ORD-42454
LOG-80986,SmartEdge Router,2025-06-04,In Progress,2025-03-19,2025-04-29,Delivered,Bangalore WH,CUST-10346,ORD-41318
LOG-80987,VisionX Switch,2025-08-30,Cancelled,2025-01-12,2025-07-30,Delivered,Bangalore WH,CUST-10494,ORD-42929
LOG-80988,CloudHub Gateway,2025-07-23,Cancelled,2025-07-24,2025-04-24,Returned,Bangalore WH,CUST-10059,ORD-44826
LOG-80989,StreamLine AP,2025-07-19,Confirmed,2025-02-12,2025-06-10,Pending,Bangalore WH,CUST-10800,ORD-40804
LOG-80990,SmartEdge Router,2025-07-26,Confirmed,2025-05-09,2025-03-01,In Transit,Singapore WH,CUST-10482,ORD-40548
LOG-80991,StreamLine AP,2025-03-20,In Progress,2025-08-27,2025-06-20,In Transit,Bangalore WH,CUST-10948,ORD-44650
LOG-80992,Nova Firewall,2025-07-31,Delivered,2025-08-09,2025-06-24,Pending,London DC,CUST-10395,ORD-40215
LOG-80993,Nova Firewall,2025-05-07,Delivered,2025-05-10,2025-06-01,Pending,Singapore WH,CUST-10846,ORD-43979
LOG-80994,CloudHub Gateway,2025-04-17,Confirmed,2025-07-02,2025-07-24,In Transit,New York DC,CUST-10115,ORD-40268
LOG-80995,CloudHub Gateway,2025-01-19,Delivered,2025-04-21,2025-02-25,Out for Delivery,Bangalore WH,CUST-10775,ORD-42874
LOG-80996,CloudHub Gateway,2025-08-11,In Progress,2025-08-19,2025-02-04,In Transit,Bangalore WH,CUST-10840,ORD-44510
LOG-80997,Nova Firewall,2025-08-12,Cancelled,2025-04-03,2025-03-23,In Transit,Berlin Hub,CUST-10940,ORD-42657
LOG-80998,Nova Firewall,2025-04-26,Shipped,2025-02-12,2025-01-22,Returned,London DC,CUST-10153,ORD-43891
LOG-80999,VisionX Switch,2025-07-12,Delivered,2025-05-07,2025-01-10,In Transit,Bangalore WH,CUST-10568,ORD-43000
LOG-81000,SmartEdge Router,2025-03-12,In Progress,2025-08-22,2025-05-06,In Transit,Bangalore WH,CUST-10234,ORD-42655
